a,		b,		c,	d,		e,	f,		g,	h,		i, target
0.989590294,0.997529881,0.592828612,0.989620688,3.026666667,0.679065744,0.989103237,0.672145329,0.652286305,0
0.983577216,0.992769157,1.735402361,0.983569696,8.955555556,1.647058824,0.983492697,1.628027682,1.701803768,0
0.990167398,0.996668211,0.799629291,0.990235858,4.04,0.892733564,0.989939539,0.911764706,0.884076287,0
0.991641834,0.99913115,0.208524018,0.991748791,0.955555556,0.211072664,0.991549785,0.28200692,0.242130055,0
0.989885955,0.99714931,0.684165578,0.990091541,3.288888889,0.878892734,0.989353312,0.937716263,0.80480239,0
0.988525595,0.997134949,0.687612256,0.988373366,3.724444444,0.922145329,0.987787713,0.884083045,0.848747702,0
0.991956052,0.997665333,0.560320018,0.992131713,2.68,0.748873223,0.991543875,0.778342771,0.652699436,0
0.99130921,0.997562193,0.585073587,0.991461612,2.84,0.738754325,0.990692364,0.809688581,0.712603401,0
0.991880347,0.997253428,0.659177163,0.991712859,3.595555556,0.957612457,0.9910662,0.919550173,0.839269301,0
0.990150651,0.998815204,0.284350933,0.990135371,1.484444444,0.430795848,0.989730593,0.430795848,0.379136029,0
0.987985919,0.995562402,1.065023495,0.987925255,5.56,1.010380623,0.987719809,1.062283737,1.068474265,0
0.990001283,0.99776325,0.536820095,0.989841232,2.955555556,0.761245675,0.989581973,0.762975779,0.658318015,0
0.992094334,0.996862087,0.753099138,0.992132367,3.835555556,0.837370242,0.991828014,0.852076125,0.806525735,0
0.989772266,0.996262509,0.896997943,0.989749479,4.653333333,0.85467128,0.989064826,0.866782007,0.948701746,0
0.992554562,0.99913115,0.208524018,0.992531563,1.106666667,0.307093426,0.991967576,0.32266436,0.259363511,0
0.987888355,0.99727497,0.654007146,0.987781759,3.497777778,0.964532872,0.986891967,0.878027682,0.852194393,0
0.984291296,0.994097564,1.416584648,0.984230797,7.377777778,1.691176471,0.98336191,1.689446367,1.629423254,0
0.984267022,0.994873067,1.230464038,0.984335206,6.266666667,1.653979239,0.983207536,1.648788927,1.471737132,0
0.992223133,0.997669902,0.559223502,0.992276485,2.822222222,0.728373702,0.991819331,0.726643599,0.64453125,0
1,1,0,1,0,0,1,0,0,0
1,1,0,1,0,0,1,0,0,0
0.989505503,0.996876448,0.74965246,0.989368573,4.026666667,1.098615917,0.988737625,1.055363322,0.923713235,0
0.990798997,0.997185213,0.675548883,0.990768522,3.524444444,0.809688581,0.990182542,0.790657439,0.787568934,0
0.990022829,0.997124178,0.690197265,0.989954323,3.64,0.925605536,0.989467404,0.887543253,0.816004136,0
0.9921981,0.999342977,0.157685517,0.992037562,0.995555556,0.277681661,0.992029788,0.220588235,0.199046415,0
0.989726108,0.996987747,0.722940706,0.989619584,3.853333333,0.890138408,0.989277319,0.825259516,0.840992647,0
0.991760154,0.998431043,0.376549569,0.991889945,1.791111111,0.485294118,0.991386401,0.519896194,0.444623162,0
0.990007536,0.996976976,0.725525714,0.989901008,3.866666667,0.946366782,0.989558867,0.958477509,0.860811121,0
0.987214331,0.994481725,1.324386013,0.987206754,6.844444444,1.28633218,0.987517546,1.282871972,1.274414063,0
0.991230658,0.999019851,0.235235772,0.991131356,1.328888889,0.301038062,0.991047686,0.259515571,0.257640165,0
0.990357759,0.996603586,0.815139342,0.990289329,4.284444444,1.05449827,0.989461042,1.035467128,0.999540441,0
0.992079356,0.99825871,0.417909705,0.99208701,2.142222222,0.507785467,0.991317262,0.528546713,0.508386949,0
0.991402395,0.998370009,0.39119795,0.991120067,2.346666667,0.628027682,0.990890937,0.557093426,0.54285386,0
